Classroom,ID,Maze Source,Name,Type,Description,Size,Solved by,Created at,Updated at,Gem,Heart,Enemy,Obstacle,Action,Condition,Selection,Repetition,Solution,Life,Steps,Solving Time,Time user enters maze,Time script button is clicked,Time execute button is clicked,Time maze is solved,Time maze is published,Maze Solution
T1,1666,687,Commands_Lesson 1,tutorial,,3x8,405,2023-08-21T00:52:18.000,2023-08-21T00:52:18.000,0,0,0,16,3,3,3,0,9,300,3,255.6419983,21/08/2023 8:48,21/08/2023 8:48,21/08/2023 8:52,21/08/2023 8:52,,"if (Dir == ""Forward"")
{
    moveForward
}
if (NotReachDest)
{
    moveForward
}
if (NotReachDest)
{
    moveForward
}"
T1,1589,687,Commands_Lesson 1,tutorial,,3x8,443,2023-08-21T00:49:45.000,2023-08-21T00:49:45.000,0,0,0,16,3,0,0,0,3,300,3,308.9049988,21/08/2023 8:44,21/08/2023 8:45,21/08/2023 8:50,21/08/2023 8:50,,"moveForward
moveForward
moveForward"
T1,1625,688,Commands_Lesson 2,tutorial,,7x7,443,2023-08-21T00:50:50.000,2023-08-21T00:50:50.000,0,0,1,32,7,0,0,0,7,300,6,58.08599854,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:51,21/08/2023 8:51,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1654,690,Commands_Lesson 4,tutorial,,7x7,403,2023-08-21T00:51:53.000,2023-08-21T00:51:53.000,1,0,1,32,8,0,0,0,8,300,6,71.3710022,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:52,21/08/2023 8:52,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1691,690,Commands_Lesson 4,tutorial,,7x7,382,2023-08-21T00:53:02.000,2023-08-21T00:53:02.000,1,0,1,32,9,0,0,0,9,300,6,238.2200012,21/08/2023 8:49,21/08/2023 8:49,21/08/2023 8:53,21/08/2023 8:53,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward
attack"
T1,1748,691,Commands_Lesson 5,tutorial,,9x6,382,2023-08-21T00:55:14.000,2023-08-21T00:55:14.000,0,0,1,31,8,0,0,0,8,280,5,124.862999,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:55,21/08/2023 8:55,,"moveForward
turnRight
moveForward
attack
moveForward
moveForward
moveForward
attack"
T1,1611,690,Commands_Lesson 4,tutorial,,7x7,375,2023-08-21T00:50:23.000,2023-08-21T00:50:23.000,1,0,1,32,8,0,0,0,8,300,6,35.80799866,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:50,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1638,691,Commands_Lesson 5,tutorial,,9x6,375,2023-08-21T00:51:06.000,2023-08-21T00:51:06.000,0,0,1,31,7,0,0,0,7,280,5,36.72399902,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:51,,"moveForward
turnRight
moveForward
attack
moveForward
moveForward
moveForward"
T1,1751,692,Commands_Lesson 6,tutorial,,7x10,375,2023-08-21T00:55:18.000,2023-08-21T00:55:18.000,1,1,4,38,17,0,0,0,17,120,9,247.0359955,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:55,21/08/2023 8:55,,"moveForward
turnRight
attack
moveForward
attack
moveForward
moveForward
moveForward
attack
turnLeft
moveForward
moveForward
turnBack
moveForward
moveForward
moveForward
moveForward"
T1,1766,693,Commands_Lesson 7,tutorial,,3x5,375,2023-08-21T00:55:55.000,2023-08-21T00:55:55.000,0,0,1,10,5,0,0,0,5,280,4,33.24100113,21/08/2023 8:55,21/08/2023 8:56,21/08/2023 8:56,21/08/2023 8:56,,"moveForward
attack
moveForward
moveForward
moveForward"
T1,1654,690,Commands_Lesson 4,tutorial,,7x7,403,2023-08-21T00:51:53.000,2023-08-21T00:51:53.000,1,0,1,32,8,0,0,0,8,300,6,71.3710022,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:52,21/08/2023 8:52,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1709,689,Commands_Lesson 3,tutorial,,7x7,449,2023-08-21T00:53:45.000,2023-08-21T00:53:45.000,0,0,0,33,15,0,0,0,15,300,12,246.1419983,21/08/2023 8:49,21/08/2023 8:50,21/08/2023 8:53,21/08/2023 8:53,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1767,690,Commands_Lesson 4,tutorial,,7x7,449,2023-08-21T00:55:56.000,2023-08-21T00:55:56.000,1,0,1,32,9,0,0,0,9,300,6,123.5500031,21/08/2023 8:54,21/08/2023 8:55,21/08/2023 8:56,21/08/2023 8:56,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1598,690,Commands_Lesson 4,tutorial,,7x7,383,2023-08-21T00:49:58.000,2023-08-21T00:49:58.000,1,0,1,32,8,0,0,0,8,300,6,29.63920021,21/08/2023 8:49,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:50,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1664,691,Commands_Lesson 5,tutorial,,9x6,383,2023-08-21T00:52:16.000,2023-08-21T00:52:16.000,0,0,1,31,8,1,1,0,10,280,5,123.7205963,21/08/2023 8:50,21/08/2023 8:51,21/08/2023 8:52,21/08/2023 8:52,,"moveForward
turnRight
moveForward
moveForward
if (Enemy In Front)
{
    attack
}
moveForward
moveForward
moveForward"
T1,1714,692,Commands_Lesson 6,tutorial,,7x10,383,2023-08-21T00:54:00.000,2023-08-21T00:54:00.000,1,1,4,38,15,0,0,0,15,90,13,81.05180359,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:54,21/08/2023 8:54,,"moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1730,693,Commands_Lesson 7,tutorial,,3x5,383,2023-08-21T00:54:41.000,2023-08-21T00:54:41.000,0,0,1,10,6,1,1,0,8,280,4,34.13130188,21/08/2023 8:54,21/08/2023 8:54,21/08/2023 8:55,21/08/2023 8:55,,"moveForward
moveForward
if (Enemy In Front)
{
    attack
}
moveForward
moveForward
moveForward"
T1,1581,690,Commands_Lesson 4,tutorial,,7x7,396,2023-08-21T00:49:27.000,2023-08-21T00:49:27.000,1,0,1,32,5,3,0,3,11,300,6,77.20899963,21/08/2023 8:48,21/08/2023 8:48,21/08/2023 8:49,21/08/2023 8:49,,"repeatCount = 1;
while (repeatCount < 3)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 3)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 3)
{
    repeatCount add 1
    moveForward
}"
T1,1662,691,Commands_Lesson 5,tutorial,,9x6,396,2023-08-21T00:52:08.000,2023-08-21T00:52:08.000,0,0,1,31,5,3,1,2,11,280,5,156.4181061,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:52,21/08/2023 8:52,,"moveForward
turnRight
repeatCount = 1;
while (repeatCount < 2)
{
    repeatCount add 1
    moveForward
}
if (Enemy In Front)
{
    attack
}
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
T1,1728,692,Commands_Lesson 6,tutorial,,7x10,396,2023-08-21T00:54:39.000,2023-08-21T00:54:39.000,1,1,4,38,5,3,0,3,11,90,13,120.6280975,21/08/2023 8:52,21/08/2023 8:53,21/08/2023 8:54,21/08/2023 8:54,,"repeatCount = 1;
while (repeatCount < 6)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 6)
{
    repeatCount add 1
    moveForward
}"
T1,1688,688,Commands_Lesson 2,tutorial,,7x7,372,2023-08-21T00:52:52.000,2023-08-21T00:52:52.000,0,0,1,32,3,2,0,2,7,300,6,677.2545166,21/08/2023 8:42,21/08/2023 8:42,21/08/2023 8:53,21/08/2023 8:53,,"repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}
turnRight
repeatCount = 1;
while (repeatCount < 4)
{
    repeatCount add 1
    moveForward
}"
T1,1591,688,Commands_Lesson 2,tutorial,,7x7,401,2023-08-21T00:49:47.000,2023-08-21T00:49:47.000,0,0,1,32,7,0,0,0,7,300,6,73.30799866,21/08/2023 8:49,21/08/2023 8:49,21/08/2023 8:50,21/08/2023 8:50,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1749,689,Commands_Lesson 3,tutorial,,7x7,401,2023-08-21T00:55:14.000,2023-08-21T00:55:14.000,0,0,0,33,15,0,0,0,15,300,12,322.0889893,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:55,21/08/2023 8:55,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1622,689,Commands_Lesson 3,tutorial,,7x7,386,2023-08-21T00:50:45.000,2023-08-21T00:50:45.000,0,0,0,33,15,1,0,1,17,300,12,155.4806061,21/08/2023 8:48,21/08/2023 8:48,21/08/2023 8:51,21/08/2023 8:51,,"while (NotReachDest)
{
    moveForward
    moveForward
    moveForward
    moveForward
    turnRight
    moveForward
    moveForward
    moveForward
    moveForward
    turnRight
    moveForward
    moveForward
    turnRight
    moveForward
    moveForward
}"
T1,1765,690,Commands_Lesson 4,tutorial,,7x7,386,2023-08-21T00:55:51.000,2023-08-21T00:55:51.000,1,0,1,32,8,1,0,1,10,300,6,287.5878906,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:56,21/08/2023 8:56,,"while (NotReachDest)
{
    moveForward
    moveForward
    turnRight
    moveForward
    moveForward
    turnRight
    moveForward
    moveForward
}"
T1,1624,690,Commands_Lesson 4,tutorial,,7x7,378,2023-08-21T00:50:48.000,2023-08-21T00:50:48.000,1,0,1,32,8,0,0,0,8,300,6,137.5039063,21/08/2023 8:49,21/08/2023 8:50,21/08/2023 8:51,21/08/2023 8:51,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1596,687,Commands_Lesson 1,tutorial,,3x8,456,2023-08-21T00:49:52.000,2023-08-21T00:49:52.000,0,0,0,16,1,1,0,1,3,300,3,127.2900009,21/08/2023 8:47,21/08/2023 8:48,21/08/2023 8:49,21/08/2023 8:49,,"while (Dir == ""Forward"")
{
    moveForward
}"
T1,1583,687,Commands_Lesson 1,tutorial,,3x8,424,2023-08-21T00:49:33.000,2023-08-21T00:49:33.000,0,0,0,16,4,0,0,0,4,300,3,392.3609924,21/08/2023 8:43,21/08/2023 8:49,21/08/2023 8:50,21/08/2023 8:50,,"moveForward
moveForward
moveForward
moveForward"
T1,1636,688,Commands_Lesson 2,tutorial,,7x7,424,2023-08-21T00:51:05.000,2023-08-21T00:51:05.000,0,0,1,32,7,0,0,0,7,300,6,80.52999878,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:51,21/08/2023 8:51,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1672,689,Commands_Lesson 3,tutorial,,7x7,424,2023-08-21T00:52:32.000,2023-08-21T00:52:32.000,0,0,0,33,15,0,0,0,15,300,12,69.3010025,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:52,21/08/2023 8:52,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1933,690,,tutorial,,,417,2023-08-21T01:02:48.000,2023-08-21T01:02:48.000,1,0,1,32,8,0,0,0,8,300,6,89.7960968,21/08/2023 9:01,21/08/2023 9:01,21/08/2023 9:02,21/08/2023 9:02,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1727,690,Commands_Lesson 4,tutorial,,7x7,424,2023-08-21T00:54:36.000,2023-08-21T00:54:36.000,1,0,1,32,8,0,0,0,8,300,6,112.3089981,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:55,21/08/2023 8:55,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1724,689,Commands_Lesson 3,tutorial,,7x7,451,2023-08-21T00:54:33.000,2023-08-21T00:54:33.000,0,0,0,33,15,0,0,0,15,300,12,430.32901,21/08/2023 8:47,21/08/2023 8:47,21/08/2023 8:54,21/08/2023 8:55,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1607,689,Commands_Lesson 3,tutorial,,7x7,416,2023-08-21T00:50:16.000,2023-08-21T00:50:16.000,0,0,0,33,16,0,0,0,16,300,12,41.62099838,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:50,21/08/2023 8:50,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1661,690,Commands_Lesson 4,tutorial,,7x7,416,2023-08-21T00:52:07.000,2023-08-21T00:52:07.000,1,0,1,32,8,0,0,0,8,300,6,43.97100067,21/08/2023 8:51,21/08/2023 8:51,21/08/2023 8:52,21/08/2023 8:52,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1689,691,Commands_Lesson 5,tutorial,,9x6,416,2023-08-21T00:52:53.000,2023-08-21T00:52:53.000,0,0,1,31,8,0,0,0,8,280,5,41.45600128,21/08/2023 8:52,21/08/2023 8:52,21/08/2023 8:53,21/08/2023 8:53,,"moveForward
turnRight
moveForward
attack
moveForward
moveForward
moveForward
moveForward"
T1,1714,692,Commands_Lesson 6,tutorial,,7x10,383,2023-08-21T00:54:00.000,2023-08-21T00:54:00.000,1,1,4,38,15,0,0,0,15,90,13,81.05180359,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:54,21/08/2023 8:54,,"moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1723,692,Commands_Lesson 6,tutorial,,7x10,416,2023-08-21T00:54:32.000,2023-08-21T00:54:32.000,1,1,4,38,19,0,0,0,19,190,17,93.4489975,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:54,21/08/2023 8:55,,"moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1738,693,Commands_Lesson 7,tutorial,,3x5,416,2023-08-21T00:54:57.000,2023-08-21T00:54:57.000,0,0,1,10,5,0,0,0,5,280,4,20.15299988,21/08/2023 8:55,21/08/2023 8:55,21/08/2023 8:55,21/08/2023 8:55,,"moveForward
attack
moveForward
moveForward
moveForward"
T1,1759,694,Commands_Lesson 8,tutorial,,9x5,416,2023-08-21T00:55:36.000,2023-08-21T00:55:36.000,1,0,2,29,9,0,0,0,9,220,6,33.82600021,21/08/2023 8:55,21/08/2023 8:55,21/08/2023 8:56,21/08/2023 8:56,,"turnRight
moveForward
attack
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1768,696,For Loops_ Lesson 1,tutorial,,3x8,416,2023-08-21T00:55:58.000,2023-08-21T00:55:58.000,0,0,0,16,1,1,0,1,3,300,7,17.8560009,21/08/2023 8:56,21/08/2023 8:56,21/08/2023 8:56,21/08/2023 8:56,,"while (NotReachDest)
{
    moveForward
}"
T1,1896,689,Commands_Lesson 3,tutorial,,7x7,417,2023-08-21T01:00:42.000,2023-08-21T01:00:42.000,0,0,0,33,15,0,0,0,15,300,12,530.6738892,21/08/2023 8:52,21/08/2023 8:52,21/08/2023 9:00,21/08/2023 9:00,,"moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1933,690,Commands_Lesson 4,tutorial,,7x7,417,2023-08-21T01:02:48.000,2023-08-21T01:02:48.000,1,0,1,32,8,0,0,0,8,300,6,89.7960968,21/08/2023 9:01,21/08/2023 9:01,21/08/2023 9:02,21/08/2023 9:02,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1894,691,Commands_Lesson 5,tutorial,,9x6,421,2023-08-21T01:00:40.000,2023-08-21T01:00:40.000,0,0,1,31,16,0,0,0,16,300,13,484.4949951,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 9:00,21/08/2023 9:01,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1923,692,Commands_Lesson 6,tutorial,,7x10,421,2023-08-21T01:02:17.000,2023-08-21T01:02:17.000,1,1,4,38,15,0,0,0,15,90,13,85.81400299,21/08/2023 9:01,21/08/2023 9:01,21/08/2023 9:02,21/08/2023 9:02,,"moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1942,693,Commands_Lesson 7,tutorial,,3x5,421,2023-08-21T01:03:10.000,2023-08-21T01:03:10.000,0,0,1,10,5,0,0,0,5,280,4,45.36050034,21/08/2023 9:02,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:03,,"moveForward
attack
moveForward
moveForward
moveForward"
T1,1964,694,Commands_Lesson 8,tutorial,,9x5,421,2023-08-21T01:04:22.000,2023-08-21T01:04:22.000,1,0,2,29,9,0,0,0,9,240,6,68.17120361,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:04,21/08/2023 9:04,,"turnRight
moveForward
attack
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1814,692,Commands_Lesson 6,tutorial,,7x10,407,2023-08-21T00:57:34.000,2023-08-21T00:57:34.000,1,1,4,38,11,1,0,1,13,90,13,226.9808044,21/08/2023 8:54,21/08/2023 8:55,21/08/2023 8:57,21/08/2023 8:57,,"moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
while (Dir == ""Forward"")
{
    moveForward
}"
T1,1851,693,Commands_Lesson 7,tutorial,,3x5,407,2023-08-21T00:58:54.000,2023-08-21T00:58:54.000,0,0,1,10,6,2,1,1,10,280,4,75.34320068,21/08/2023 8:58,21/08/2023 8:58,21/08/2023 8:59,21/08/2023 8:59,,"while (Dir == ""Forward"")
{
    moveForward
}
if (Enemy In Front)
{
    attack
}
else
{
    moveForward
}
moveForward
moveForward
moveForward"
T1,1944,694,Commands_Lesson 8,tutorial,,9x5,407,2023-08-21T01:03:11.000,2023-08-21T01:03:11.000,1,0,2,29,9,0,0,0,9,220,6,251.1324005,21/08/2023 8:59,21/08/2023 8:59,21/08/2023 9:03,21/08/2023 9:03,,"turnRight
moveForward
attack
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1771,693,Commands_Lesson 7,tutorial,,3x5,409,2023-08-21T00:56:05.000,2023-08-21T00:56:05.000,0,0,1,10,5,0,0,0,5,280,4,66.55799866,21/08/2023 8:55,21/08/2023 8:55,21/08/2023 8:56,21/08/2023 8:56,,"moveForward
attack
moveForward
moveForward
moveForward"
T1,1714,692,Commands_Lesson 6,tutorial,,7x10,383,2023-08-21T00:54:00.000,2023-08-21T00:54:00.000,1,1,4,38,15,0,0,0,15,90,13,81.05180359,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:54,21/08/2023 8:54,,"moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1872,694,Commands_Lesson 8,tutorial,,9x5,409,2023-08-21T00:59:43.000,2023-08-21T00:59:43.000,1,0,2,29,10,0,0,0,10,240,6,211.3630066,21/08/2023 8:56,21/08/2023 8:58,21/08/2023 9:00,21/08/2023 9:00,,"turnRight
moveForward
moveForward
attack
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1889,696,For Loops_ Lesson 1,tutorial,,3x8,409,2023-08-21T01:00:23.000,2023-08-21T01:00:23.000,0,0,0,16,7,0,0,0,7,300,7,35.41500092,21/08/2023 9:00,21/08/2023 9:00,21/08/2023 9:00,21/08/2023 9:00,,"moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1938,700,For Loops_Lesson 5,tutorial,,5x11,409,2023-08-21T01:03:05.000,2023-08-21T01:03:05.000,2,0,1,38,19,0,0,0,19,240,10,144.7510071,21/08/2023 9:01,21/08/2023 9:01,21/08/2023 9:03,21/08/2023 9:03,,"moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
attack
moveForward
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward"
T1,1773,690,Commands_Lesson 4,tutorial,,7x7,374,2023-08-21T00:56:08.000,2023-08-21T00:56:08.000,1,0,1,32,8,0,0,0,8,300,6,188.8769989,21/08/2023 8:53,21/08/2023 8:53,21/08/2023 8:56,21/08/2023 8:56,,"moveForward
moveForward
turnRight
moveForward
moveForward
turnRight
moveForward
moveForward"
T1,1805,691,Commands_Lesson 5,tutorial,,9x6,374,2023-08-21T00:57:20.000,2023-08-21T00:57:20.000,0,0,1,31,8,0,0,0,8,280,5,64.74299622,21/08/2023 8:56,21/08/2023 8:56,21/08/2023 8:57,21/08/2023 8:57,,"moveForward
turnRight
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1867,692,Commands_Lesson 6,tutorial,,7x10,374,2023-08-21T00:59:33.000,2023-08-21T00:59:33.000,1,1,4,38,19,0,0,0,19,190,17,126.2460022,21/08/2023 8:57,21/08/2023 8:58,21/08/2023 8:59,21/08/2023 9:00,,"moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1911,693,Commands_Lesson 7,tutorial,,3x5,374,2023-08-21T01:01:32.000,2023-08-21T01:01:32.000,0,0,1,10,5,0,0,0,5,280,4,31.26300049,21/08/2023 9:01,21/08/2023 9:01,21/08/2023 9:01,21/08/2023 9:02,,"moveForward
attack
moveForward
moveForward
moveForward"
T1,1936,694,Commands_Lesson 8,tutorial,,9x5,374,2023-08-21T01:02:59.000,2023-08-21T01:02:59.000,1,0,2,29,9,0,0,0,9,240,6,82.18000031,21/08/2023 9:02,21/08/2023 9:02,21/08/2023 9:03,21/08/2023 9:03,,"turnRight
moveForward
attack
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1959,696,For Loops_ Lesson 1,tutorial,,3x8,374,2023-08-21T01:04:07.000,2023-08-21T01:04:07.000,0,0,0,16,2,2,1,1,6,300,7,51.7120018,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:04,21/08/2023 9:04,,"if (NotReachDest)
{
    moveForward
}
repeatCount = 1;
while (repeatCount < 8)
{
    repeatCount add 1
    moveForward
}"
T1,1774,692,Commands_Lesson 6,tutorial,,7x10,410,2023-08-21T00:56:14.000,2023-08-21T00:56:14.000,1,1,4,38,19,0,0,0,19,250,17,85.67749786,21/08/2023 8:55,21/08/2023 8:55,21/08/2023 8:56,21/08/2023 8:56,,"moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1828,693,Commands_Lesson 7,tutorial,,3x5,410,2023-08-21T00:57:56.000,2023-08-21T00:57:56.000,0,0,1,10,6,1,0,1,8,280,4,94.51879883,21/08/2023 8:56,21/08/2023 8:56,21/08/2023 8:58,21/08/2023 8:58,,"moveForward
moveForward
while (Enemy In Front)
{
    attack
}
moveForward
moveForward
moveForward"
T1,1795,694,Commands_Lesson 8,tutorial,,9x5,377,2023-08-21T00:57:00.000,2023-08-21T00:57:00.000,1,0,2,29,9,0,0,0,9,220,6,98.13510132,21/08/2023 8:55,21/08/2023 8:55,21/08/2023 8:57,21/08/2023 8:57,,"turnRight
moveForward
attack
moveForward
moveForward
attack
moveForward
moveForward
moveForward"
T1,1819,696,For Loops_ Lesson 1,tutorial,,3x8,377,2023-08-21T00:57:38.000,2023-08-21T00:57:38.000,0,0,0,16,7,0,0,0,7,300,7,30.38780022,21/08/2023 8:57,21/08/2023 8:57,21/08/2023 8:58,21/08/2023 8:58,,"moveForward
moveForward
moveForward
moveForward
moveForward
moveForward
moveForward"
T1,1882,700,For Loops_Lesson 5,tutorial,,5x11,377,2023-08-21T00:59:57.000,2023-08-21T00:59:57.000,2,0,1,38,19,0,0,0,19,240,10,130.3988953,21/08/2023 8:58,21/08/2023 8:58,21/08/2023 9:00,21/08/2023 9:00,,"moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
attack
moveForward
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward"
T1,1916,702,For Loops_Lesson 7,tutorial,,7x7,377,2023-08-21T01:01:43.000,2023-08-21T01:01:43.000,2,3,2,20,14,0,0,0,14,350,10,94.25370026,21/08/2023 9:00,21/08/2023 9:00,21/08/2023 9:02,21/08/2023 9:02,,"moveForward
moveForward
turnBack
moveForward
moveForward
moveForward
moveForward
turnBack
moveForward
moveForward
turnLeft
attack
moveForward
moveForward"
T1,1928,704,Conditions_Lesson 1,tutorial,,5x5,377,2023-08-21T01:02:25.000,2023-08-21T01:02:25.000,0,0,1,10,7,0,0,0,7,300,6,30.4048996,21/08/2023 9:02,21/08/2023 9:02,21/08/2023 9:02,21/08/2023 9:02,,"moveForward
moveForward
moveForward
turnRight
moveForward
moveForward
moveForward"
T1,1934,706,Conditions_Lesson 3,tutorial,,3x7,377,2023-08-21T01:02:53.000,2023-08-21T01:02:53.000,0,0,1,6,5,0,0,0,5,240,4,19.24010086,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:03,,"moveForward
attack
moveForward
moveForward
moveForward"
T1,1963,707,Conditions_Lesson 4,tutorial,,4x9,377,2023-08-21T01:04:19.000,2023-08-21T01:04:19.000,3,0,1,17,18,0,0,0,18,270,10,78.47049713,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:04,21/08/2023 9:04,,"moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
moveForward
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward"
T1,1963,707,Conditions_Lesson 4,tutorial,,4x9,377,2023-08-21T01:04:19.000,2023-08-21T01:04:19.000,3,0,1,17,18,0,0,0,18,270,10,78.47049713,21/08/2023 9:03,21/08/2023 9:03,21/08/2023 9:04,21/08/2023 9:04,,"moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
moveForward
moveForward
turnLeft
moveForward
turnRight
moveForward
turnLeft
moveForward
turnRight
moveForward"
T1,1810,691,Commands_Lesson 5,tutorial,,9x6,402,2023-08-21T00:57:30.000,2023-08-21T00:57:30.000,0,0,1,31,8,0,0,0,8,280,5,100.3611984,21/08/2023 8:56,21/08/2023 8:56,21/08/2023 8:57,21/08/2023 8:57,,"moveForward
turnRight
moveForward
attack
moveForward
moveForward
moveForward
moveForward"
